name,phone,address,category,city,source
Pratanute Technologies LLP,9496051830," No. 1 BM 219, 3rd Floor,3rd Cross, Kasturi Nagar Main Rd, OMBR Layout, Bennigana Halli, Bengaluru, Karnataka 560043",ERP,Bengaluru,Google Maps
S.S.OPAL SOLUTIONS,7026622420," #416 2nd Block HRBR layout , kalyan nagar, opp.to ICICI bank, Bengaluru, Karnataka 560043",Education center,Bengaluru,Google Maps
Infoway Technosoft Solutions Pvt Ltd.,24613068," 210, 5th A Cross Rd, HRBR Layout 3rd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
Fairsoft Solutions pvt ltd | Best ERP Accounting Software Company,6281004579," 208C, 1st Main Rd, HBR Layout 2nd Block, Ist Stage, HBR Layout, Bengaluru, Karnataka 560084",Software company,Bengaluru,Google Maps
Chegus Infotech Pvt. Ltd.,9980032588," 7M, 209 Vasundhara Complex, 3rd Floor, 7th Main Road, HRBR Layout 2nd Block, Kalyan Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
Covalsys,8048510006," 219, 7th A Main Rd, near Specialist Hospital, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
Besant Technologies,9791440888," No.513, CMR Main Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Software Training Institute,Bengaluru,Google Maps
Vedhasoft Technologies,9952946131," Bubblespace , #824, 2nd Floor, HRBR Layout 1st Block, Kalyan Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
ID Business Solutions,9740186560," #106, 138, Nagawara Main Rd, Nagavara Village, Nagavara, Bengaluru, Karnataka 560045",Software company,Bengaluru,Google Maps
Platanus Technology,9980539141," Hennur Main Rd, HRBR Layout 3rd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Training center,Bengaluru,Google Maps
Renaissance Technologies Pvt Ltd,8066993632," 5AC-952, Renaissance Altai, HRBR Layout 1st Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
OptyMIS Infotech Private Limited,9483171717," 4th block, 411, 4th A Main Rd, HBR Layout 4th Block, 1st Stage, HBR Layout, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
SS OPAL SOLUTIONS,7026622401," 415,1st floor, 415, 4th B Main Rd, HRBR Layout 2nd Block, HRBR Layout, Kalyan Nagar, Bengaluru, Karnataka 560043",Software Training Institute,Bengaluru,Google Maps
ezAtlas Pvt. Ltd.,9990019278," 824, 2nd Floor, HRBR 1 Block,, HRBR Layout 1st Block, Extension, Kalyan Nagar, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
ITC Infotech India Ltd.,8022988331," No.18, Gate No:1 & 2, Dodda Banaswadi Main Rd, Maruthi Sevanagar, Bengaluru, Karnataka 560005",Software company,Bengaluru,Google Maps
Bloomlabs Infotech,8025452645," 5C/501, George Court, 5th Main Rd, HRBR Layout 2nd Block, Stage, Kalyan Nagar, Bengaluru, Karnataka 560043",Training center,Bengaluru,Google Maps
Zedunix,9741933383," 2nd Floor, 704, 2nd Cross Rd, HRBR Layout 1st Block, Subbaiahnapalya, Banaswadi, Bengaluru, Karnataka 560043",Computer store,Bengaluru,Google Maps
Girman Technologies Pvt Ltd,9380194282," Brigade Northridge, Phase 1, Yelahanka, Bengaluru, Karnataka 560064",Software company,Bengaluru,Google Maps
THE DIGICODE,7899538303," 3rd Floor, Cavalier Tower, 702, opp. Unilet Stores, HRBR Layout 1st Block, HRBR Layout, Bengaluru, Karnataka 560043",Marketing agency,Bengaluru,Google Maps
Stridus Infotech India Pvt Ltd,54321302," 22, B and, 21, Swami Narayani Clinic Rd, Hennur Bande, Hennur Gardens, Bengaluru, Karnataka 560043",Corporate office; Association / Organization,Bengaluru,Google Maps
Eduate Pvt Ltd,9844774400," Infra House, Hennur Bagalur Main Rd, Hennur Bande, Hennur Gardens, Bengaluru, Karnataka 560113",Software company,Bengaluru,Google Maps
Orchid Academy,9902990076," 113, KSFC Layout, Oil Mill Road Lingarajapuram Aravindanagar, Post, St Thomas Town, Bengaluru, Karnataka 560084",Montessori school,Bengaluru,Google Maps
Iween,9663401061," No.475, 3rd Floor, BMR Complex, Hennur Main Rd, above Reliance Fresh, St Thomas Town, Kariyannapalya, Lingarajapuram, Bengaluru, Karnataka 560084",ERP,Bengaluru,Google Maps
"Terasync Tech - Bangalore, India",9108417969," Building 39 (2nd floor) 4th main, 8th Cross Rd, HBR Layout 2nd Block, 1st Stage, HBR Layout, Bengaluru, Karnataka 560043",Software company,Bengaluru,Google Maps
KBN CCTV & security system,7483702101," 3rm, main, 3rd Cross Rd, New Baiyyappanahalli Extension, Indiranagar, Bengaluru, Karnataka 560038",Security system installation service,Bengaluru,Google Maps
VD CCTV camera & Security System,7353682037," 1st main, 38, 1st Cross Rd, New Baiyyappanahalli Extension, Indiranagar, Bengaluru, Karnataka 560038",Security system installation service,Bengaluru,Google Maps
Lynx Security & Detective Services Pvt Ltd,7676612007," 3321, 12th A Main Rd, HAL 2nd Stage, Doopanahalli, Indiranagar, Bengaluru, Karnataka 560038",Security service,Bengaluru,Google Maps
Kashi Security and Consulting Services Pvt Ltd,8042151372," 1st Floor, 608, 2nd Main Rd, opp. :, Stage 2, Stage 1, Indiranagar, Bengaluru, Karnataka 560008",Security guard service,Bengaluru,Google Maps
Hackveil Security,9591389739," 4th Floor, Om Chambers, 648/A, 1st Stage, Binnamangala, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",Computer security service,Bengaluru,Google Maps
Private Eye Pvt Ltd,8025255433," #30/9, 80 Feet Rd, Kalyan Nagar, Indira Nagar 1st Stage, H Colony, Indiranagar, Bengaluru, Karnataka 560038",Security service,Bengaluru,Google Maps
Open Eyes Services,0543214732," 7th Main Road, 865, 3rd Cross Rd, Bengaluru, Karnataka 560038",Security system installation service,Bengaluru,Google Maps
e-Security system / E-Sec Fire & Security System Pvt Ltd.,8040946459," ground floor,Mottappanapalya, 2/A-1, HAL 2nd Stage, Stage 3, Indiranagar, Bengaluru, Karnataka 560038",Fire protection equipment supplier,Bengaluru,Google Maps
Triad Square Infosec Private Limited,0543214342," 44,Ground Floor, 9th A Main Rd, behind Metro Station, Stage 2, Stage 1, Indiranagar, Bengaluru, Karnataka 560038",Computer support and services,Bengaluru,Google Maps
Texecom India Private Limited (Head office),9152010269," 2nd Floor, plot-334, Paramahansa Yogananda Rd, Binnamangala, Link Road 4, Indiranagar, Bengaluru, Karnataka 560038",Manufacturer,Bengaluru,Google Maps
MYF CCTV & security systems,9980040399," M 17, 6th Main Rd, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Security system installation service,Bengaluru,Google Maps
SCS INFOTECH,9663373677," 39, B. D. A main Road Nanja Reddy colony, H. A. L post bangalore-560017, near, HAL Old Airport Rd, Bengaluru, Karnataka 560017",Security system installation service,Bengaluru,Google Maps
Izonic Automation and Solutions Pvt Ltd.,9886191718," 493, 10th Main Rd, Hal, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Corporate office,Bengaluru,Google Maps
Waves Techx Solutions Pvt Ltd,9606735955," 1st floor, sri krishna complex, 9/1, next to om Shakthi temple, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",GPS supplier,Bengaluru,Google Maps
Techpro Enterprises safety and security systems,8618316576," 143, 6th Cross Rd, Ananda Puram, Jeevan Bima Nagar, Bengaluru, Karnataka 560017",Fire protection service,Bengaluru,Google Maps
Peritas Solutions Pvt. Ltd.,8041516791," Eye World Opticals, Jeevan Bima Nagar Main Rd, Hal, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Computer security service,Bengaluru,Google Maps
ANS Maintenance & Facility Pvt. Ltd.,9066671504," 2134 15th maim, 6th Cross Rd, Kodihalli, Bengaluru, Karnataka 560008",Security service,Bengaluru,Google Maps
Agile Security Force Pvt. Ltd,54321469," M-97, 9th Cross Rd, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Association / Organization,Bengaluru,Google Maps
TANISH RESOURCES,9901989900," No 13, 10th Main Rd, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Security system installation service,Bengaluru,Google Maps
Om Security & Hospitality Services,0543212912," No. 46, 9th B Main Rd, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Security guard service,Bengaluru,Google Maps
CACHATTO India Pvt Ltd,9844084419," Municipal No. 2735, IndiQube Coral, 3rd Floor, HAL 3rd Stage, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Computer security service,Bengaluru,Google Maps
SmarTech Infra Solutions,54321507," 1st Floor, M35, LIC Colony, HAL 3rd Stage, Sector 11, Jeevan Bima Nagar, Bengaluru, Karnataka 560075",Security system installation service,Bengaluru,Google Maps
"Vipe Property Management Pvt. Ltd | Facility Management Services in Bangalore | Housekeeping, Security",9900622617," Ground Floor, 83, 2nd Cross Rd, Varthur, Prakash Layout, Devasthanagalu, Bengaluru, Karnataka 560087",Property management company,Bengaluru,Google Maps
Akon India Security Service,6000849735," Floor no: 1st floor, Building no: Khata, 723/750, Muthsandra Main Rd, near Vasantham Enclave, opp. Union Bank of India, Varthur, Bengaluru, Karnataka 560087",Security guard service,Bengaluru,Google Maps
SecurEyes Techno Services Pvt. Ltd.,8041264078," 4th Floor, Delta Block, Sigma Tech Park Whitefield Main Road, Varthur, Post, Bengaluru, Karnataka 560066",Computer security service,Bengaluru,Google Maps
Garuda Force Security Services,6362310288," 1st Floor, Santhe Bedhi, 114/329, Varthur Main Rd, Lakshminarayana Pura, AECS Layout, Munnekolala, Bengaluru, Karnataka 560037",Security guard service,Bengaluru,Google Maps
Sri Sai Facilities,6366016756," Site no 1, 85/2, Halubhavi Road, near Panchamuki Ganesh Temple, Varthur, Bengaluru, Karnataka 560087",Property management company,Bengaluru,Google Maps
Rainbow IT Services,9916246588," No:-72, Kaveri Layout, Papudesi Nilayam, Varthur, A-Block, Bengaluru, Karnataka 560087",Closed circuit television,Bengaluru,Google Maps
Maruthi IT Solutions,9986925366," Vinayaka Layout, opposite to Vinayaka Theatre, Varthur, Devasthanagalu, Bengaluru, Karnataka 560087",Computer store,Bengaluru,Google Maps
Prestige Facilities,8884324769," C/O, Ospro Power Of Technology, Sai Gandhi Square Ground Floor, Varthur Main Road, Post, opposite to Sigma Tech Park, Ramagondanahalli, Whitefield, Bengaluru, Karnataka 560066",Security service,Bengaluru,Google Maps
Usha enterprises maintenance service varthur bangalore,6363001316," 203, 1st Cross Rd, Varthur, balageri Road, Bengaluru, Karnataka 560087",Property maintenance,Bengaluru,Google Maps
R K ENTERPRISE ( battery shop),7406347948," Shop no #13, ANR Complex, Muthsandra Main Rd, Varthur, Bengaluru, Karnataka 560087",Battery Store,Bengaluru,Google Maps
Gorkha Security Force,8884488099," SMB Complex, No. 28/3, Narayanghatta Circle Anekal Taluk, Chandapura - Dommasandara Road, Post, Muthanallur, Bengaluru, Karnataka 560099",Security guard service,Bengaluru,Google Maps
CPK Fire and Security Systems Pvt Ltd,54321484," C/5 287, 8th - Cross Rd, BDA Colony, Domlur Village, Domlur, Bengaluru, Karnataka 560071",Fire protection equipment supplier,Bengaluru,Google Maps
DarkRelay Security Labs,9380506281," Sunriver, HD-006, Embassy Golf Links Business Park, Domlur, Bengaluru, Karnataka 560071",Software company,Bengaluru,Google Maps
Information Security,0543214277," Victoria Haven Rd, Domlur I Stage, Amarjyoti Layout, Domlur, Bengaluru, Karnataka 560071",Apartment building,Bengaluru,Google Maps
Difesa Security Services,8025505649," #110,1st Floor,10th Cross, Venkatapura Main Rd, Teacher's Colony, 1st Block Koramangala, Koramangala, Bengaluru, Karnataka 560034",Security guard service,Bengaluru,Google Maps
The Guardians security service,0543214735," NO,763,2nd floor, professor UN Rao Road, opp. to Indira canteen, AK Colony, Domlur I Stage, 1st Stage, Domlur, Bengaluru, Karnataka 560071",Security guard service,Bengaluru,Google Maps
IFS SERVICES PVT.LTD,7829440001," VJX3+RW4 No.27, M.R. Building, 5th Main, 5th Cross, D.C. Main road, Thayappa Garden, Billekahalli, Bangalore South, Land Mark is Upper HDFC ATM, Bengaluru, Karnataka 560076",Security service,Bengaluru,Google Maps
Eagle Eyes Management Services,8025351509," No.126, 1st Main Rd, 2nd Stage, Stage 2, Domlur, Bengaluru, Karnataka 560071",Security guard service,Bengaluru,Google Maps
CTK Networks,9535417863," 140, 1st floor, 2nd Main Rd, Stage 2, Domlur, Bengaluru, Karnataka 560071",Computer networking service,Bengaluru,Google Maps
Sri Ram Safety Nets,9972067919," Near, Gunjur-Doddakannelli Rd, Road, Kachamaranahalli, Bengaluru, Karnataka 560087",Safety equipment supplier,Bengaluru,Google Maps
Sadwini infotech private Ltd,9886224265," 1st flore, mayura bakery, near KRK URBAN VILLE, Varthur, Gunjur Village, Bengaluru, Karnataka 560087",Security system installation service,Bengaluru,Google Maps
Flash Fix Computers & Security Systems- CCTV Installation Gunjur,9849590274," Gunjur-Doddakannelli Road, near Krupanidhi College in Kachamaranahalli, Hobli, Varthur, Gunjur Village, Bengaluru, Karnataka 560087",Security system installation service,Bengaluru,Google Maps
Gardozo | Facility Management Services Bangalore | Security Agency Bangalore | House Cleaning & Manpower Company in Bangalore,9686614849," 8th B Cross Rd, Ramamurthy Nagar, Kanaka Nagar, NRI Layout, Bengaluru, Karnataka 560016",Property management company,Bengaluru,Google Maps
ROBI TECHNOLOGY,9902064448," 8, Thambu Chetty Palya Main Rd, near Khosy hospital, Akshaya Nagar 1st Block, Akshaya Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Security system installation service,Bengaluru,Google Maps
Active Men Security Services Pvt Ltd,9620382919," 3RD Floor, M C Reddy Plaza, above Al Mina Super Market, opp Ganesh Temple, Hoysala Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016, Bengaluru, Karnataka 560049",Security guard service,Bengaluru,Google Maps
S V Technologies,9845332238," 39, 1st Floor, 10th Cross Rd, Indraprastha Layout, Muninanjappa Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Security system supplier; Access Control,Bengaluru,Google Maps
Cybersync Solutions,54321506," 1st Floor, 4th block, Dex Co Work Space, 510, Service Rd, 1st Stage, HBR Layout, Bengaluru, Karnataka 560043",Computer support and services; Software company; Security system supplier,Bengaluru,Google Maps
Master CCTV Bangalore,8792737399," 9main, 3rd A Cross Rd, Nagappa Reddy Layout, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Security system installation service,Bengaluru,Google Maps
SEVENHILLS SECURITY SYSTEMS,8884988388," 1st Floor, Masha Allah Building, Sacred Hearts Rd, near Ibrahim Masjid, Halehalli, Krishnarajapuram, Halehalli, Karnataka 560036",Security system installation service,Bengaluru,Google Maps
SPY HUB CCTV SALES AND SERVICES,9013515533," 74/4, Horamavu Agara Main Rd, Horamavu Agara, Horamavu, Bengaluru, Karnataka 560043",Security system installation service,Bengaluru,Google Maps
L V Systems Private Limited,8660033653," 21 , 2nd Street, 1st Main Road Bank Avenue BabusaPalya, Horamavu, Kalyan Nagar, Bengaluru, Karnataka 560113",Security system installation service,Bengaluru,Google Maps
AM Security Services,9731172654," 2nd Floor, RP Commercial Complex, 33/1, Horamavu Main Rd, near Horamavu Post, Chinnaswamappa Layout, Office, Horamavu, Bengaluru, Karnataka 560113",Security guard service,Bengaluru,Google Maps
Prath47 security solutions,8951421447," 2nd Cross Rd, Vijaya Bank Colony Extension, Kallumantapa, Horamavu, Bengaluru, Karnataka 560016",Security service,Bengaluru,Google Maps
Fyretrack Systems & Services PVT LTD,9845185909," 26, off Outer Ring Road, near to Maharaja furniture, Munireddy Layout, Horamavu, Bengaluru, Karnataka 560113",Fire protection service,Bengaluru,Google Maps
Hansa Pest Control of India,7892275850," Shop No 3, Karuna Sagar Buixo tgmgbglklding, Horamavu Main Rd, Sir M, V Nagar, Ramamurthy Nagar, Bengaluru, Karnataka 560016",Pest control service,Bengaluru,Google Maps
Manjucom A TO Z Service,9980834907," Old Flour Mill Street, Kalkere, Bengaluru, Karnataka 560113",Security system installation service,Bengaluru,Google Maps
Angel Management Solutions Pvt.Ltd,8880883004," Kalkere Main Rd, Chinnaswamappa Layout, Ashirvad Colony, Horamavu, Bengaluru, Karnataka 560113",Security service,Bengaluru,Google Maps
SPARK INFOTECH,9148092939," First Floor, No:22 2nd A Cross, Vijaya Bank Colony Extn Horamavu Village, Banaswadi, Bengaluru, Karnataka 560113",Security system installation service,Bengaluru,Google Maps
Mechelek MEP Projects Pvt Ltd,8150003265," 3rd Floor, No. 1 & 2, K No 224/P, Kalkere Main Rd, Jayanti Nagar, Horamavu, Bengaluru, Karnataka 560113",HVAC contractor,Bengaluru,Google Maps
Punjab Security Service (EX ARMY & MILITARY POLICE ORGANISATION,8971517825," Shop no 1, BBMP office, 13 1st floor, Jayanti Nagar Main Rd, behind Horamavu, Jayanti Nagar, Horamavu, Bengaluru, Karnataka 560016",Security service,Bengaluru,Google Maps
Wify Networks,7353020007," 4/4,1st main, 1st Cross, Horamavu Agara Main Rd, Jyothi Nagar, Horamavu, Bengaluru, Karnataka 560113",Security system supplier,Bengaluru,Google Maps
Realbio Advanced Systems Pvt Ltd (TOP ESSL DISTRIBUTOR) - BIOMETRIC ATTENDANCE AND ACCESS CONTROL SOLUTION PROVIDER,9880533222," 1/1, Chairman Layout, 9th Main, 1st Cross Rd, Dodda Banaswadi, Bengaluru, Karnataka 560043",Security system supplier,Bengaluru,Google Maps
ADOZ ELECTRONICS PVT LTD,0543214917," 3rd Floor, SK Heights, Vijaya Bank Colony, Banaswadi, Bengaluru, Karnataka 560043",Security system supplier,Bengaluru,Google Maps
Simplisafe India Electronic Security Solutions,9108010829," 38, ITC Rd, near Kullappa Circle, Subbannaiah Palya, Kammanahalli, Bengaluru, Karnataka 560033",Security system supplier,Bengaluru,Google Maps
